Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-25,4,NA,NA,455,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-25,1,NA,NA,403,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-25,7,NA,NA,634,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-25,2,NA,NA,706,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-25,5,NA,NA,621,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-25,10,NA,NA,880,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-25,7,NA,NA,537,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-25,2,NA,NA,605,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-25,1,NA,NA,596,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-25,2,NA,NA,619,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-25,18,NA,NA,819,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-25,8,NA,NA,1023,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-25,7,NA,NA,1334,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-25,3,NA,NA,566,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-25,6,NA,NA,1015,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-25,6,NA,NA,1327,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-25,9,NA,NA,597,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-25,7,NA,NA,1171,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-25,3,NA,NA,447,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-25,7,NA,NA,750,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-25,6,NA,NA,487,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-25,25,NA,NA,1297,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-25,7,NA,NA,527,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-25,2,NA,NA,227,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-25,28,NA,NA,777,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-25,18,NA,NA,762,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-25,22,NA,NA,905,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-25,3,NA,NA,544,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-25,12,NA,NA,926,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-25,21,NA,NA,713,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-25,15,NA,NA,647,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-25,38,NA,NA,2759,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-25,16,NA,NA,1092,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-25,12,NA,NA,496,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-25,2,NA,NA,448,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-25,11,NA,NA,842,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-25,54,NA,NA,2035,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-25,13,NA,NA,663,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-25,6,NA,NA,446,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-25,21,NA,NA,608,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-25,12,NA,NA,958,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-25,12,NA,NA,764,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-25,11,NA,NA,615,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-25,24,NA,NA,1343,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-25,8,NA,NA,512,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-25,6,NA,NA,608,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-25,9,NA,NA,561,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-25,5,NA,NA,436,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-25,15,NA,NA,783,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-25,8,NA,NA,579,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-25,4,NA,NA,443,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-25,7,NA,NA,607,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-25,14,NA,NA,1042,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-25,6,NA,NA,460,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-25,10,NA,NA,728,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-25,6,NA,NA,300,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-25,2,NA,NA,397,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-25,13,NA,NA,727,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-25,15,NA,NA,483,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-25,5,NA,NA,430,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-25,3,NA,NA,400,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-25,6,NA,NA,465,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-25,11,NA,NA,455,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-25,16,NA,NA,740,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-25,27,NA,NA,799,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-25,33,NA,NA,1260,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-25,1,NA,NA,103,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-25,4,NA,NA,439,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-25,2,NA,NA,270,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-25,4,NA,NA,354,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-25,4,NA,NA,441,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-25,8,NA,NA,357,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-25,4,NA,NA,235,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-25,4,NA,NA,366,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-25,9,NA,NA,452,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-25,7,NA,NA,306,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-25,1,NA,NA,201,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-25,5,NA,NA,599,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-25,2,NA,NA,268,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-25,4,NA,NA,290,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-25,19,NA,NA,607,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-25,5,NA,NA,212,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-25,4,NA,NA,345,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-25,17,NA,NA,199,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-25,3,NA,NA,270,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-25,11,NA,NA,334,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-25,3,NA,NA,210,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-25,5,NA,NA,578,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-25,12,NA,NA,408,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-25,8,NA,NA,242,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-25,3,NA,NA,250,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-25,1,NA,NA,488,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-25,13,NA,NA,617,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-25,8,NA,NA,461,NA,NA
York,E06000014,Upper tier local authority,2020-04-25,8,NA,NA,250,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-25,5,NA,NA,314,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-25,2,NA,NA,130,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-25,22,NA,NA,513,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-25,17,NA,NA,405,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-25,11,NA,NA,398,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-25,6,NA,NA,298,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-25,10,NA,NA,572,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-25,1,NA,NA,307,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-25,5,NA,NA,244,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-25,3,NA,NA,341,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-25,5,NA,NA,293,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-25,13,NA,NA,503,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-25,3,NA,NA,181,NA,NA
England,E92000001,Nation,2020-04-24,2729,2725,4,113107,113029,78
South West,E12000009,Region,2020-04-24,122,NA,NA,5862,NA,NA
South East,E12000008,Region,2020-04-24,363,NA,NA,16190,NA,NA
London,E12000007,Region,2020-04-24,243,NA,NA,23846,NA,NA
East of England,E12000006,Region,2020-04-24,283,NA,NA,9791,NA,NA
West Midlands,E12000005,Region,2020-04-24,354,NA,NA,12182,NA,NA
East Midlands,E12000004,Region,2020-04-24,162,NA,NA,6339,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-24,394,NA,NA,9286,NA,NA
North West,E12000002,Region,2020-04-24,437,NA,NA,17677,NA,NA
North East,E12000001,Region,2020-04-24,207,NA,NA,7054,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-24,14,NA,NA,1074,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-24,27,NA,NA,1055,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-24,34,NA,NA,1066,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-24,51,NA,NA,2465,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-24,45,NA,NA,972,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-24,48,NA,NA,1594,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-24,13,NA,NA,450,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-24,43,NA,NA,1467,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-24,24,NA,NA,1028,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-24,42,NA,NA,823,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-24,12,NA,NA,998,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-24,47,NA,NA,1353,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-24,23,NA,NA,782,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-24,21,NA,NA,852,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-24,66,NA,NA,2609,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-24,75,NA,NA,3254,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-24,39,NA,NA,2167,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-24,54,NA,NA,2593,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-24,29,NA,NA,1128,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-24,90,NA,NA,2365,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-24,7,NA,NA,519,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-24,12,NA,NA,643,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-24,41,NA,NA,1115,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-24,42,NA,NA,1737,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-24,15,NA,NA,694,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-24,23,NA,NA,767,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-24,5,NA,NA,584,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-24,5,NA,NA,895,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-24,9,NA,NA,700,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-24,1,NA,NA,587,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-24,9,NA,NA,656,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-24,9,NA,NA,1161,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-24,3,NA,NA,356,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-24,2,NA,NA,651,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-24,8,NA,NA,929,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-24,6,NA,NA,636,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-24,10,NA,NA,889,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-24,11,NA,NA,1110,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-24,5,NA,NA,429,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-24,3,NA,NA,402,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-24,6,NA,NA,627,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-24,8,NA,NA,704,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-24,6,NA,NA,616,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-24,12,NA,NA,870,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-24,6,NA,NA,530,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-24,9,NA,NA,603,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-24,2,NA,NA,595,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-24,9,NA,NA,617,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-24,21,NA,NA,801,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-24,14,NA,NA,1015,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-24,14,NA,NA,1327,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-24,4,NA,NA,563,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-24,17,NA,NA,1009,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-24,10,NA,NA,1321,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-24,7,NA,NA,588,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-24,10,NA,NA,1164,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-24,2,NA,NA,444,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-24,24,NA,NA,743,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-24,9,NA,NA,481,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-24,70,NA,NA,1272,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-24,29,NA,NA,520,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-24,5,NA,NA,225,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-24,47,NA,NA,749,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-24,36,NA,NA,744,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-24,45,NA,NA,883,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-24,5,NA,NA,541,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-24,31,NA,NA,914,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-24,14,NA,NA,692,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-24,9,NA,NA,632,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-24,46,NA,NA,2721,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-24,21,NA,NA,1076,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-24,29,NA,NA,484,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-24,9,NA,NA,446,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-24,20,NA,NA,831,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-24,43,NA,NA,1981,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-24,23,NA,NA,650,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-24,36,NA,NA,440,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-24,8,NA,NA,587,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-24,23,NA,NA,946,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-24,10,NA,NA,752,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-24,20,NA,NA,604,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-24,27,NA,NA,1319,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-24,10,NA,NA,504,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-24,23,NA,NA,602,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-24,12,NA,NA,552,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-24,10,NA,NA,431,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-24,19,NA,NA,768,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-24,14,NA,NA,571,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-24,10,NA,NA,439,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-24,8,NA,NA,600,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-24,28,NA,NA,1028,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-24,16,NA,NA,454,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-24,14,NA,NA,718,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-24,1,NA,NA,294,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-24,7,NA,NA,395,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-24,21,NA,NA,714,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-24,11,NA,NA,468,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-24,12,NA,NA,425,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-24,7,NA,NA,397,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-24,7,NA,NA,459,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-24,18,NA,NA,444,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-24,19,NA,NA,724,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-24,28,NA,NA,772,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-24,41,NA,NA,1227,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-24,9,NA,NA,102,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-24,7,NA,NA,435,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-24,6,NA,NA,268,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-24,2,NA,NA,350,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-24,5,NA,NA,437,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-24,9,NA,NA,349,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-24,5,NA,NA,231,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-24,8,NA,NA,362,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-24,11,NA,NA,443,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-24,3,NA,NA,299,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-24,4,NA,NA,200,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-24,14,NA,NA,594,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-24,2,NA,NA,266,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-24,4,NA,NA,286,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-24,11,NA,NA,588,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-24,7,NA,NA,207,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-24,7,NA,NA,341,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-24,3,NA,NA,267,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-24,9,NA,NA,323,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-24,6,NA,NA,207,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-24,16,NA,NA,573,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-24,5,NA,NA,203,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-24,21,NA,NA,396,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-24,3,NA,NA,234,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-24,30,NA,NA,247,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-24,17,NA,NA,487,NA,NA
Rutland,E06000017,Upper tier local authority,2020-04-24,1,NA,NA,20,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-24,16,NA,NA,604,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-24,7,NA,NA,453,NA,NA
York,E06000014,Upper tier local authority,2020-04-24,9,NA,NA,242,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-24,20,NA,NA,309,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-24,3,NA,NA,128,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-24,26,NA,NA,491,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-24,24,NA,NA,388,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-24,17,NA,NA,387,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-24,8,NA,NA,292,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-24,8,NA,NA,562,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-24,5,NA,NA,306,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-24,8,NA,NA,239,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-24,5,NA,NA,338,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-24,11,NA,NA,288,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-24,9,NA,NA,490,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-24,9,NA,NA,178,NA,NA
England,E92000001,Nation,2020-04-23,2741,2736,5,110378,110304,74
South West,E12000009,Region,2020-04-23,176,NA,NA,5740,NA,NA
South East,E12000008,Region,2020-04-23,382,NA,NA,15827,NA,NA
London,E12000007,Region,2020-04-23,313,NA,NA,23603,NA,NA
East of England,E12000006,Region,2020-04-23,289,NA,NA,9508,NA,NA
West Midlands,E12000005,Region,2020-04-23,334,NA,NA,11828,NA,NA
East Midlands,E12000004,Region,2020-04-23,144,NA,NA,6177,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-23,277,NA,NA,8892,NA,NA
North West,E12000002,Region,2020-04-23,480,NA,NA,17240,NA,NA
North East,E12000001,Region,2020-04-23,214,NA,NA,6847,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-23,19,NA,NA,1060,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-23,30,NA,NA,1028,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-23,20,NA,NA,1032,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-23,51,NA,NA,2414,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-23,41,NA,NA,927,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-23,55,NA,NA,1546,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-23,11,NA,NA,437,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-23,44,NA,NA,1424,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-23,35,NA,NA,1004,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-23,28,NA,NA,781,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-23,12,NA,NA,986,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-23,57,NA,NA,1306,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-23,19,NA,NA,759,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-23,14,NA,NA,831,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-23,74,NA,NA,2543,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-23,85,NA,NA,3179,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-23,34,NA,NA,2128,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-23,64,NA,NA,2539,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-23,36,NA,NA,1099,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-23,61,NA,NA,2275,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-23,8,NA,NA,512,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-23,26,NA,NA,631,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-23,25,NA,NA,1074,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-23,35,NA,NA,1695,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-23,25,NA,NA,679,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-23,11,NA,NA,744,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-23,6,NA,NA,579,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-23,6,NA,NA,890,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-23,6,NA,NA,691,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-23,4,NA,NA,586,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-23,10,NA,NA,647,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-23,12,NA,NA,1152,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-23,1,NA,NA,353,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-23,6,NA,NA,649,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-23,9,NA,NA,921,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-23,5,NA,NA,630,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-23,4,NA,NA,879,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-23,19,NA,NA,1099,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-23,5,NA,NA,424,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-23,5,NA,NA,451,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-23,6,NA,NA,399,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-23,6,NA,NA,621,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-23,6,NA,NA,696,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-23,8,NA,NA,610,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-23,11,NA,NA,858,NA,NA
